id,covidence_id,pathogen,access_param_id,parameter_data_id,article_id,name_data_entry,parameter_type,parameter_from_figure,parameter_value,exponent,parameter_lower_bound,parameter_upper_bound,inverse_param,parameter_unit,parameter_value_type,method_from_supplement,parameter_statistical_approach,parameter_uncertainty_single_type,parameter_uncertainty_single_value,parameter_uncertainty_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_paired,parameter_2_value,exponent_2,parameter_2_lower_bound,parameter_2_upper_bound,inverse_param_2,parameter_2_unit,method_2_from_supplement,parameter_2_statistical_approach,parameter_2_uncertainty_single_value,parameter_2_uncertainty_type,parameter_2_uncertainty_lower_value,parameter_2_uncertainty_upper_value,genome_site,genomic_sequence_available,method_r,r_pathway,other_delay_start,other_delay_end,cfr_ifr_numerator,cfr_ifr_denominator,cfr_ifr_method,case_definition,seroprevalence_adjusted,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,method_disaggregated,method_disaggregated_only,method_disaggregated_by,population_sex,population_sample_size,population_sample_type,population_group,population_age_min,population_age_max,population_country,population_location,parameter_context_location_type,method_moment_value,urban_rural_area,data_available,parameter_notes,riskfactor_outcome,distribution_type,distribution_par1_type,distribution_par1_value,distribution_par2_type,distribution_par2_value,distribution_par2_uncertainty,parameter_2_value_type,parameter_2_sample_paired_lower,parameter_2_sample_paired_upper,distribution_2_type,distribution_2_par1_type,distribution_2_par1_value,distribution_2_par2_type,distribution_2_par2_value,distribution_2_par2_uncertainty,distribution_par1_uncertainty,parameter_2_uncertainty_single_type,distribution_2_par1_uncertainty,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,paramater_value_type,parameter_class,parameter_bounds,uncertainty_bounds,parameter_2_bounds,uncertainty_2_bounds,parameter_2_sample_bounds,comb_par1_uncertainty_type,comb_par1_uncertainty,comb_par2_uncertainty_type,comb_par2_uncertainty
056e0a859e2782c771f03e7f71540d41,3062,Nipah virus,172_002,d1f8963ea9ead8bbc7c110b2278a6862,172,Ruth McCabe,Severity - case fatality rate (CFR),FALSE,76,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,90,Naive,Confirmed,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Unspecified,90,Hospital based,Mixed groups,NA,NA,Bangladesh,NA,NA,NA,NA,Not available,'Mixed groups' - non-index cases,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,2014,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
056e0a859e2782c771f03e7f71540d41,3062,Nipah virus,172_003,5c754778f23fc5ea7e0de115a3ee7aed,172,Ruth McCabe,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Not significant,Not adjusted,FALSE,FALSE,NA,Unspecified,145,Hospital based,Mixed groups,NA,NA,Bangladesh,NA,NA,NA,NA,Not available,'Other' - whether or not index case,Death (in general population),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,2014,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
056e0a859e2782c771f03e7f71540d41,3062,Nipah virus,172_004,1b2bfc64198df66fa53f87ae209c6f56,172,Ruth McCabe,Severity - case fatality rate (CFR),FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,180,Naive,Suspected,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Unspecified,180,Hospital based,Persons under investigation,NA,NA,Bangladesh,NA,NA,NA,NA,Not available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,2014,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
8c9d3d9a1d4f5dff0c082e94510b34a9,3065,Nipah virus,173_001,4032743e1d465c61ac93ca09186225ea,173,Ruth McCabe,Severity - case fatality rate (CFR),FALSE,88.8,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,18,Naive,Confirmed,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Both,18,Hospital based,Persons under investigation,19,75,India,Kozhikode; Kerala,NA,Post outbreak,NA,Not available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,2018,NA,05,2018,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
8c9d3d9a1d4f5dff0c082e94510b34a9,3065,Nipah virus,173_002,25e6bbfa58169fd7a61ca1f803fd09c1,173,Ruth McCabe,Human delay - incubation period,FALSE,9.3,0,NA,NA,FALSE,Days,Mean,NA,Observed sample statistic,Other,1.9,NA,NA,NA,Yes,NA,0,6,14,FALSE,Days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Both,18,Hospital based,Persons under investigation,19,75,India,Kozhikode; Kerala,NA,Post outbreak,NA,Not available,'Uncertainty - other' is actually that they didn't specify it,NA,NA,NA,NA,NA,NA,NA,Range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,2018,NA,05,2018,NA,Human delay,NA,NA,6 - 14,NA,NA,Other,1.9,NA,NA
8c9d3d9a1d4f5dff0c082e94510b34a9,3065,Nipah virus,173_003,0b1fc05a8a796cb06061de8a652dc257,173,Ruth McCabe,Human delay - admission to care>death,FALSE,3.4,0,NA,NA,FALSE,Days,Mean,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,NA,0,1,9,FALSE,Days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,Other,Both,18,Hospital based,Other,19,75,India,Kozhikode; Kerala,NA,Post outbreak,NA,Not available,disaggregation - provide information on delay only depending on whether cases survived or died. Because there were only 2 survivors did not extract that value. 'Other' refers to the cases that died.,NA,NA,NA,NA,NA,NA,NA,Range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,2018,NA,05,2018,NA,Human delay,NA,NA,1 - 9,NA,NA,NA,NA,NA,NA
783429ae49eeed80b704fce41383e6aa,3068,Nipah virus,174_001,feca06cf5b52eec6379d38d337d60b2f,174,Ruth McCabe,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperature,NA,Significant,Not adjusted,FALSE,FALSE,NA,Unspecified,NA,Population based,Other,NA,NA,Bangladesh,NA,NA,NA,NA,Not available,Specific temperature factors are: mean winter temp; min winter temp; percentage of days below 15 - 20 degrees,Spillover risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,2018,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
783429ae49eeed80b704fce41383e6aa,3068,Nipah virus,174_002,697c6ac07d5b38cfd1ee3a27d09c3374,174,Ruth McCabe,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Environmental,Other",NA,Not significant,Not adjusted,NA,NA,NA,Unspecified,NA,Population based,Other,NA,NA,Bangladesh,NA,NA,NA,NA,Not available,Risk factors - cumulative winter precipitation; three 'climate oscillation indices',Spillover risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,2018,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
a0426117a55340de488a4573bfb443f4,3357,Nipah virus,182_001,6ef17e9d8964a09d61645960453c9fb9,182,Ruth McCabe,Severity - case fatality rate (CFR),TRUE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,335,Naive,Unspecified,NA,NA,NA,NA,NA,TRUE,FALSE,Time,Unspecified,335,Population based,Persons under investigation,NA,NA,Bangladesh,NA,NA,NA,NA,Yes - as an attachment,have a plot of CFR so there should be a range here but it would have to come from extracting from the figure. the overall CFR is written hence extracted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,2023,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
685f184d146c3e9411ee158e4fd7cf00,3679,Nipah virus,095_001,41afe044ae4f403c3eb06b9f9c8498af,95,Thomas Rawson,Reproduction number (Basic R0),FALSE,0.3333,0,NA,NA,FALSE,No units,Unspecified,FALSE,Estimated model parameter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Compartmental model,Human-human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Time,Unspecified,NA,Unspecified,Other,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Not available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,NA,2021,NA,Reproduction number,NA,NA,NA,NA,NA,NA,NA,NA,NA
685f184d146c3e9411ee158e4fd7cf00,3679,Nipah virus,095_002,f84db9f8ef547278b46744f795326718,95,Thomas Rawson,Reproduction number (Basic R0),TRUE,NA,0,NA,NA,FALSE,NA,Unspecified,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Compartmental model,Human-human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,Time,Unspecified,NA,Unspecified,Unspecified,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Not available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,2021,NA,Reproduction number,NA,NA,NA,NA,NA,NA,NA,NA,NA
4936af822d1eac4deffea93b801e0fe4,4015,Nipah virus,099_001,29706b8b48410cd9c88531d1daad13e2,99,Thomas Rawson,Seroprevalence - IgM,FALSE,8,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,268,Naive,Lab confirmed,Naive,NA,NA,NA,NA,NA,NA,NA,Both,268,Hospital based,Persons under investigation,1,95,Bangladesh,Dinajpur; Rangpur; Bogra; Rajshahi; Jessore; Khulna; Faridpur; Barisal; Dhaka; Mymensingh; Kishoreganj; Comilla; Sylhet; Chittagong,Hospitals,Unspecified,Unspecified,Yes - with a DOI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,2013,NA,03,2017,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
4936af822d1eac4deffea93b801e0fe4,4015,Nipah virus,099_002,107251340bce042854e1dba28c536b27,99,Thomas Rawson,Severity - case fatality rate (CFR),FALSE,95,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,22,Naive,Lab confirmed,NA,NA,NA,NA,NA,NA,NA,NA,Both,22,Hospital based,Persons under investigation,NA,NA,Bangladesh,Dinajpur; Rangpur; Bogra; Rajshahi; Jessore; Khulna; Faridpur; Barisal; Dhaka; Mymensingh; Kishoreganj; Comilla; Sylhet; Chittagong,Hospitals,Unspecified,Unspecified,Yes - with a DOI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,2013,NA,03,2017,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
4936af822d1eac4deffea93b801e0fe4,4015,Nipah virus,099_003,2d92caba42f73122b5434225a22b3360,99,Thomas Rawson,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Age,Contact with animal,Other",NA,Significant,Unspecified,NA,NA,NA,"Both,Unspecified",22,Hospital based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Yes - with a DOI,NA,Serology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,2013,NA,03,2017,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
4936af822d1eac4deffea93b801e0fe4,4015,Nipah virus,099_004,1598acdab5575f41c7015697e9854434,99,Thomas Rawson,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sex,NA,Not significant,Unspecified,NA,NA,NA,Both,22,Hospital based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Yes - with a DOI,NA,Serology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,2013,NA,03,2017,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
a748c1cf401f8f8a4527cad34bf1ccf3,4046,Nipah virus,181_001,624c96a2dbf067a64b7cec4fb02302ae,181,Tristan Naidoo,Human delay - symptom onset>admission to care,FALSE,3.3,0,NA,NA,FALSE,Days,Mean,NA,Observed sample statistic,NA,NA,NA,NA,NA,Yes,NA,0,1,7,FALSE,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Age; Sex; Other,Both,31,Hospital based,Persons with symptoms,13,75,Malaysia,Seremban Hospital;  Kuala Lumpur Hospital;  Ipoh Hospital; University Of Malaya Medical Center;  Kelang Hospita,NA,Mid outbreak,Both urban and rural areas,Yes - with a DOI,"Onset of fever; Other: Serology, Virus isolation, IHC",NA,NA,NA,NA,NA,NA,NA,Range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA,NA,1999,NA,Human delay,NA,NA,1 - 7,NA,NA,NA,NA,NA,NA
a748c1cf401f8f8a4527cad34bf1ccf3,4046,Nipah virus,181_002,1cc93d0a683334965f43160c8682c65b,181,Tristan Naidoo,Human delay - symptom onset>death,FALSE,9.5,0,NA,NA,FALSE,Days,Mean,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,NA,0,2,34,FALSE,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,31,Hospital based,Persons with symptoms,13,75,Malaysia,Seremban Hospital;  Kuala Lumpur Hospital;  Ipoh Hospital; University Of Malaya Medical Center;  Kelang Hospita,NA,Mid outbreak,Both urban and rural areas,Yes - with a DOI,Symptom onset death,NA,NA,NA,NA,NA,NA,NA,Range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA,NA,1999,NA,Human delay,NA,NA,2 - 34,NA,NA,NA,NA,NA,NA
a748c1cf401f8f8a4527cad34bf1ccf3,4046,Nipah virus,181_003,a5468b42ff644a42c03fdfd1705bcda6,181,Tristan Naidoo,Seroprevalence - IgG,FALSE,29,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,31,Naive,Clinically diagnosed/symptomatic,Naive,NA,NA,NA,NA,TRUE,FALSE,Age; Sex; Other,Both,31,Hospital based,Persons with symptoms,13,75,Malaysia,Seremban Hospital;  Kuala Lumpur Hospital;  Ipoh Hospital; University Of Malaya Medical Center;  Kelang Hospita,NA,Mid outbreak,Both urban and rural areas,Yes - with a DOI,"Positive in either serum or CSF. Disaggregated data, including by type of sample available in table 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA,NA,1999,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
a748c1cf401f8f8a4527cad34bf1ccf3,4046,Nipah virus,181_004,ac0f42fb60189e531c96ba981111ee9a,181,Tristan Naidoo,Seroprevalence - IgM,FALSE,90,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,31,Naive,Clinically diagnosed/symptomatic,Naive,NA,NA,NA,NA,TRUE,FALSE,Age; Sex; Other,Both,31,Hospital based,Persons with symptoms,13,75,Malaysia,Seremban Hospital;  Kuala Lumpur Hospital;  Ipoh Hospital; University Of Malaya Medical Center;  Kelang Hospita,NA,Mid outbreak,Both urban and rural areas,Yes - with a DOI,"Positive in either serum or CSF. Disaggregated data, including by type of sample available in table 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA,NA,1999,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
d04a3f3b4343b803c06b4d35e26d157c,4047,Nipah virus,081_001,c09f6efaa15be2e552142e6ae2c0c579,81,Christian Morgenstern,Human delay - incubation period,FALSE,8,0,NA,NA,FALSE,Days,Median,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,NA,0,3,20,FALSE,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Occupation,Male,15,Hospital based,Persons under investigation,21,60,Philippines,Senator Ninoy Aquino,district,NA,Rural area,Not available,NA,NA,NA,NA,NA,NA,NA,NA,Range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,03,2014,24,05,2014,NA,Human delay,NA,NA,3 - 20,NA,NA,NA,NA,NA,NA
d04a3f3b4343b803c06b4d35e26d157c,4047,Nipah virus,081_002,4efbb2c7be56800b50eafc53a7705321,81,Christian Morgenstern,Severity - case fatality rate (CFR),FALSE,82,0,NA,NA,FALSE,Percentage (%),Mean,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,Unspecified,Confirmed,Unspecified,NA,NA,NA,NA,TRUE,FALSE,Occupation,Male,11,Hospital based,Persons under investigation,21,60,Philippines,Senator Ninoy Aquino,district,NA,Rural area,Not available,This CFR is for acute encephalitis cases only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,03,2014,24,05,2014,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
d04a3f3b4343b803c06b4d35e26d157c,4047,Nipah virus,081_003,050692567b3908d70341df0b1d5a45f6,81,Christian Morgenstern,Severity - case fatality rate (CFR),FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,17,Unspecified,Confirmed,Unspecified,NA,NA,NA,NA,TRUE,FALSE,Occupation,Both,17,Hospital based,Persons under investigation,21,60,Philippines,Senator Ninoy Aquino,district,NA,Rural area,Not available,This CFR is for all cases (including Influenza-like illness),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,03,2014,24,05,2014,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
d04a3f3b4343b803c06b4d35e26d157c,4047,Nipah virus,081_004,60191ff46301f31043ffbaad4cf66827,81,Christian Morgenstern,Seroprevalence - PRNT,FALSE,100,0,NA,NA,FALSE,Percentage (%),Mean,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,Adjusted,Lab confirmed,Adjusted,NA,NA,NA,NA,FALSE,NA,NA,Male,3,Hospital based,Persons under investigation,NA,NA,Philippines,Senator Ninoy Aquino,district,NA,Rural area,Not available,Only 3 individuals (survivors) were tested multiple times (serum) IgM and PRNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,03,2014,24,05,2014,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
641f5237f92c48a65adbd92bb2c1d487,4055,Nipah virus,079_001,ec749dc8f274c35c4c9636a634cc9d8d,79,Christian Morgenstern,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Significant,Adjusted,NA,NA,NA,Both,194,Hospital based,Persons under investigation,NA,NA,Malaysia,University Malaya Medical Centre; Seremban Hospital,Treatment Centres,Post outbreak,NA,Not available,Risk factor is if patient was diabetic,Death (in general population),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,1998,NA,05,1999,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
641f5237f92c48a65adbd92bb2c1d487,4055,Nipah virus,079_002,639e69608c0e7c9dfb569cbbd5ef279b,79,Christian Morgenstern,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Contact with animal,NA,Not significant,Adjusted,NA,NA,NA,Both,194,Hospital based,Persons under investigation,NA,NA,Malaysia,University Malaya Medical Centre; Seremban Hospital,Treatment Centres,Post outbreak,NA,Not available,NA,Death (in general population),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,1998,NA,05,1999,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
641f5237f92c48a65adbd92bb2c1d487,4055,Nipah virus,079_003,8f4efc14424fa60ff9e79ec2020588dd,79,Christian Morgenstern,Human delay - incubation period,FALSE,5,0,NA,NA,FALSE,Days,Mean,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,0,0,NA,NA,FALSE,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,4,Hospital based,Persons under investigation,NA,NA,Malaysia,University Malaya Medical Centre; Seremban Hospital,Treatment Centres,Post outbreak,NA,Not available,"Incubation period in patients with Diabetes mellitus; Single Other variability value is likely standard deviation, but not explicitly stated",NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,1998,NA,05,1999,NA,Human delay,NA,NA,NA,NA,NA,NA,NA,NA,NA
641f5237f92c48a65adbd92bb2c1d487,4055,Nipah virus,079_004,eea7a710b7969ae568f948a0399e5c20,79,Christian Morgenstern,Human delay - incubation period,FALSE,9.4,0,NA,NA,FALSE,Days,Mean,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,8.8,0,NA,NA,FALSE,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,123,Hospital based,Persons under investigation,NA,NA,Malaysia,University Malaya Medical Centre; Seremban Hospital,Treatment Centres,Post outbreak,NA,Not available,"Incubation period in Non-diabetes mellitus patients; Single Other variability value is likely standard deviation, but not explicitly stated",NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,1998,NA,05,1999,NA,Human delay,NA,NA,NA,NA,NA,NA,NA,NA,NA
641f5237f92c48a65adbd92bb2c1d487,4055,Nipah virus,079_005,94fb2752357fa4dd9c238bbeb4cb4b42,79,Christian Morgenstern,Human delay - admission to care>discharge/recovery,FALSE,38.4,0,NA,NA,FALSE,Days,Mean,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,95.8,0,NA,NA,FALSE,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,10,Hospital based,Persons under investigation,NA,NA,Malaysia,University Malaya Medical Centre; Seremban Hospital,Treatment Centres,Post outbreak,NA,Not available,"Length of hospital stay for diabetes mellitus patients; Single Other variability value is likely standard deviation, but not explicitly stated",NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,1998,NA,05,1999,NA,Human delay,NA,NA,NA,NA,NA,NA,NA,NA,NA
641f5237f92c48a65adbd92bb2c1d487,4055,Nipah virus,079_006,cf1068f01447acb0dd9774500b990b9b,79,Christian Morgenstern,Human delay - admission to care>discharge/recovery,FALSE,18.8,0,NA,NA,FALSE,Days,Mean,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,33.5,0,NA,NA,FALSE,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,184,Hospital based,Persons under investigation,NA,NA,Malaysia,University Malaya Medical Centre; Seremban Hospital,Treatment Centres,Post outbreak,NA,Not available,"Length of hospital stay for Non-diabetes mellitus patients; Single Other variability value is likely standard deviation, but not explicitly stated",NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,1998,NA,05,1999,NA,Human delay,NA,NA,NA,NA,NA,NA,NA,NA,NA
